Name;Description;FLT1;FLT2;FLT3;FLT4;AEM1;AEM2;AEM3;AEM4;flight1;flight2;flight3;flight4;control1;control2;control3;control4;flightMean;aemMean;FvsAEM
DIMT1;DIM1 dimethyladenosine transferase 1-like (S. cerevisiae);6,276276009;6,504659801;6,218249744;6,546659297;6,845305774;6,838399586;6,731521312;6,840727194;0,078912964;0,045396059;0,087428721;0,039232341;-0,071846435;-0,070765055;-0,054029923;-0,071129515;6,3864613;6,813988;-0,4275267
DIO1;"""deiodinase, iodothyronine, type I""";5,106972415;5,321052874;5,321052874;5,688992171;5,888860313;5,702575986;5,896209883;5,938657698;0,127993487;0,091439627;0,091439627;0,028614643;-0,098766858;-0,064009191;-0,10013817;-0,108058251;5,3595176;5,856576;-0,4970584
DIRAS2;"""DIRAS family, GTP-binding RAS-like 2""";6,620463797;6,868957853;6,683340649;6,849421891;7,221795881;7,419922948;7,347872764;7,449027655;0,100438295;0,066673933;0,091894844;0,0693284;-0,06901735;-0,098345411;-0,087680073;-0,10265368;6,755546;7,359655;-0,604109
DIXDC1;DIX domain containing 1;5,141559362;4,992755818;5,099561608;4,935992274;5,205536644;5,27101188;5,417953599;5,135662685;0,022060054;0,050362932;0,030048152;0,061159528;-0,032339259;-0,045324021;-0,07446486;-0,018482161;5,042467;5,257541;-0,215074
DLG4;"""discs, large homolog 4 (Drosophila)""";6,631828239;7,073426322;6,743986721;7,049208991;7,155891935;7,274023072;7,449534449;7,329784597;0,091817513;0,031343745;0,076458194;0,034660139;-0,040915603;-0,058099281;-0,083629646;-0,066210505;6,874613;7,302308;-0,427695
DLG5;"""discs, large homolog 5 (Drosophila)""";5,876908072;6,101350761;6,044400775;6,024781339;6,270104237;6,240522383;6,220013608;6,174988702;0,056131719;0,020084816;0,029231341;0,032382345;-0,042955797;-0,038035214;-0,034623828;-0,027134481;6,01186;6,226407;-0,214547
DLL3;delta-like 3 (Drosophila);5,503493407;5,268609915;5,247769462;5,257745741;5,16197049;5,05958056;5,080721543;4,929939675;-0,088065587;-0,041628056;-0,037507804;-0,03948016;0,02959619;0,048844572;0,044870258;0,073215887;5,3194046;5,058053;0,2613516
DLL4;delta-like 4 (Drosophila);5,804691057;5,864977388;5,611345214;6,102401398;6,328797064;6,187695393;6,18762659;6,550052753;0,080596892;0,07104816;0,111220876;0,033442649;-0,082612919;-0,058475869;-0,058464099;-0,120461228;5,845854;6,313543;-0,467689
DMTF1;cyclin D binding myb-like transcription factor 1;7,628734292;7,548809993;7,680527627;7,579970852;7,808280561;7,709222363;7,664917064;7,801811773;0,015146183;0,025464245;0,008459771;0,021441443;-0,026121281;-0,013103598;-0,007281239;-0,025271189;7,6095104;7,7460575;-0,1365471
DNAHC17;"""dynein, axonemal, heavy chain 17""";5,091165295;4,830412731;5,021534953;5,019291732;4,842205884;4,826946306;4,754422464;4,736424914;-0,062873757;-0,008436896;-0,048337151;-0,047868838;0,029734919;0,032792582;0,047324668;0,050930957;4,990601;4,79;0,200601
DNAHC8;"""dynein, axonemal, heavy chain 8""";7,342734283;7,413570029;7,249673611;6,72475658;7,959100576;8,012982386;7,946078931;7,981347351;0,079266813;0,070384451;0,090936042;0,156757372;-0,108095683;-0,115597309;-0,106282761;-0,111192962;7,1826835;7,9748774;-0,7921939
DNAIC2;"""dynein, axonemal, intermediate chain 2""";5,814849077;5,794727531;5,834048648;5,745811992;5,926612437;5,953361694;5,991998424;5,906989491;0,021849888;0,025234652;0,018620214;0,033463024;-0,022295227;-0,026909269;-0,033573809;-0,01891042;5,797359;5,944741;-0,147382
DNAJA4;"""DnaJ (Hsp40) homolog, subfamily A, member 4""";6,722534686;6,972654434;7,180965721;7,225935558;7,316554737;7,471764446;7,613470383;7,461239989;0,099550879;0,066048619;0,038146388;0,032122908;-0,041425069;-0,063517337;-0,083687502;-0,062019305;7,025522;7,4657574;-0,4402354
DNAJB2;"""DnaJ (Hsp40) homolog, subfamily B, member 2""";5,445292706;5,736970664;5,394122374;5,759350805;6,112888924;5,98700281;6,380857275;6,147237792;0,11559272;0,068219305;0,123903644;0,064584393;-0,094728004;-0,072183663;-0,142717173;-0,100879379;5,583934;6,1569967;-0,5730627
DNASE1L3;deoxyribonuclease 1-like 3;6,489330998;6,868461883;6,291657653;6,794301991;7,102787534;6,843934377;7,17503124;7,02225364;0,077696215;0,023811793;0,105790771;0,034351855;-0,074399357;-0,035244072;-0,085327262;-0,06221744;6,610938;7,0360017;-0,4250637
DNMT3A;DNA methyltransferase 3A;8,075314656;8,22485335;7,896540855;8,139932803;8,300142119;8,256343548;8,388714506;8,258999945;0,027193589;0,009179158;0,048729877;0,019409255;-0,026716705;-0,021298879;-0,037672993;-0,021627472;8,08416;8,30105;-0,21689
DOC2B;"""double C2, beta""";5,735773591;6,017702827;5,720726397;5,981770461;5,635873104;5,239793802;5,466360622;5,406484544;-0,054927085;-0,106779687;-0,052159595;-0,100170984;0,038901901;0,106446194;0,067809245;0,078020047;5,8639936;5,437128;0,4268656
DPH3;"""DPH3 homolog (KTI11, S. cerevisiae)""";6,245245047;6,81506235;6,629627933;6,715001233;6,94067008;6,979261559;6,914281586;7,17149596;0,108003976;0,026618095;0,053103327;0,040909627;-0,051420031;-0,057266132;-0,047422522;-0,08638711;6,6012344;7,001427;-0,4001926
DPH5;DPH5 homolog (S. cerevisiae);6,637758972;6,29934854;6,26782121;6,647841939;6,92744178;6,742736507;6,802080627;6,987713175;0,033100346;0,082395436;0,086987915;0,031631594;-0,071829633;-0,043251611;-0,052433469;-0,081154961;6,463193;6,8649926;-0,4017996
DPP9;dipeptidylpeptidase 9;7,147698634;7,321578499;7,028369025;7,418295594;7,459205549;7,543672787;8,082309391;7,949254266;0,078739879;0,056328667;0,094120159;0,043862892;-0,031846828;-0,04353135;-0,118042029;-0,099636247;7,2289853;7,7586107;-0,5296254
DPY30;dpy-30 homolog (C. elegans);8,32901429;8,687269568;8,591503159;8,587348615;9,065375269;8,756586964;8,813763018;9,11559466;0,068116725;0,028033699;0,038748426;0,039213253;-0,060428626;-0,024307897;-0,030996106;-0,066303074;8,548784;8,93783;-0,389046
DQX1;DEAQ RNA-dependent ATPase;5,041315632;5,082083585;5,07321663;5,011234011;5,191183011;5,307807353;5,38011847;5,358837068;0,050507855;0,042829532;0,044499553;0,056173491;-0,027557729;-0,050642687;-0,064956158;-0,060743656;5,0519624;5,3094864;-0,257524
DTX4;deltex 4 homolog (Drosophila);6,232879858;6,696799469;6,473509563;6,635023344;6,644671272;6,965814727;7,355188833;7,081632528;0,111090468;0,044928024;0,076772778;0,053738299;-0,02075692;-0,0700911;-0,129906897;-0,087883074;6,509553;7,011827;-0,502274
DUB1 | USP-PS | DUB3;"""deubiquitinating enzyme 1 | ubiquitin specific peptidase, pseudogene (USP17 homolog) | deubiquitinating enzyme 3""";6,113954896;5,668608992;5,914172081;5,604826976;5,279792529;5,577577988;5,36495441;5,126468785;-0,145536394;-0,062094506;-0,108104243;-0,050144038;0,093658687;0,042540151;0,079039603;0,119978593;5,825391;5,3371983;0,4881927
DUSP16;dual specificity phosphatase 16;7,190306533;7,425320459;7,107529211;7,4980942;7,78307761;7,472804943;8,013371578;7,788144503;0,073933169;0,043664835;0,084594374;0,034292029;-0,065399667;-0,022927471;-0,096923844;-0,066093257;7,3053126;7,7643495;-0,4590369
DUSP18;dual specificity phosphatase 18;5,073996321;5,42799928;5,150049965;5,302972941;5,516555081;5,630964341;6,054121937;5,527462557;0,107048598;0,044749097;0,093664235;0,06675196;-0,053027942;-0,07486696;-0,155641423;-0,055110016;5,2387547;5,682276;-0,4435213
DUT;deoxyuridine triphosphatase;7,728634219;7,843512593;7,593749038;7,267190935;8,142322723;7,986299442;7,809240971;8,177024579;0,037376781;0,023068355;0,054177111;0,094850845;-0,070193432;-0,049686373;-0,026414536;-0,074754501;7,608272;8,028722;-0,42045
DYX1C1;dyslexia susceptibility 1 candidate 1 homolog (human);5,020112406;4,858442631;4,97494928;4,870971228;4,749401683;4,751896738;4,749287998;4,756434201;-0,05647543;-0,022452258;-0,046970915;-0,025088884;0,036851132;0,03634515;0,036874186;0,035424982;4,931119;4,751755;0,179364
E030030I06RIK;RIKEN cDNA E030030I06 gene;5,566318836;5,483751082;5,38980658;5,679054213;5,773196677;5,885881567;5,743648465;5,644270806;0,033918599;0,048248926;0,064553784;0,014352427;-0,044028164;-0,064406163;-0,038684648;-0,020713136;5,5297327;5,7617493;-0,2320166
E2F6;E2F transcription factor 6;6,666386493;7,046487884;6,690073127;7,030459681;7,210868644;7,041160057;7,200134525;7,260743025;0,071304522;0,01835253;0,068004732;0,020585422;-0,05139966;-0,026654853;-0,049834543;-0,058671725;6,8583517;7,1782265;-0,3198748
E330020D12RIK;Riken cDNA E330020D12 gene;5,462576377;5,47412027;5,609353411;5,387444619;5,747470391;5,803581615;5,819769753;5,973514858;0,063999764;0,062021744;0,038849847;0,076873422;-0,048163195;-0,05839617;-0,061348392;-0,089386807;5,4833736;5,8360844;-0,3527108
E4F1;E4F transcription factor 1;7,545500692;7,534133617;7,463307548;7,574978862;7,594764949;7,703507781;7,648406999;7,659254125;0,013851276;0,01533688;0,024593394;0,009998667;-0,008670579;-0,023112855;-0,015794849;-0,01723547;7,52948;7,6514835;-0,1220035
EAF1;ELL associated factor 1;8,663554079;8,84954616;8,476161524;8,718956858;8,879962508;8,81801698;9,00097619;9,065082713;0,031031778;0,010229644;0,051990547;0,024835299;-0,023384493;-0,016245488;-0,037330895;-0,044718946;8,677054;8,9410095;-0,2639555
EDAR;ectodysplasin-A receptor;5,696921243;5,566002527;5,908565658;5,605959634;5,465655843;5,295652729;5,439834681;5,429901263;-0,053471343;-0,029261931;-0,092608504;-0,036650775;0,040163614;0,070018252;0,044698128;0,046442558;5,694362;5,407761;0,286601
EDEM1;"""ER degradation enhancer, mannosidase alpha-like 1""";10,45806132;10,47382407;10,26537674;10,40712983;10,51094074;10,55403398;10,54447661;10,61139239;0,009203955;0,007710593;0,027458879;0,0140292;-0,010560687;-0,014703831;-0,013784949;-0,02021848;10,401098;10,555211;-0,154113
EEF1E1;eukaryotic translation elongation factor 1 epsilon 1;7,43705816;8,269745093;8,036107192;8,30652888;8,9272707;8,662905909;8,552589698;8,887719653;0,15079023;0,055708834;0,082387069;0,051508631;-0,114187418;-0,081192796;-0,067424541;-0,109251164;8,01236;8,757622;-0,745262
EFCAB10;EF-hand calcium binding domain 10;3,593432837;3,111012362;3,851573362;3,724236371;2,939151739;3,116936147;2,947295695;2,947295695;-0,202754266;-0,041283797;-0,289156219;-0,246535384;0,176722909;0,126924245;0,17444173;0,17444173;3,5700638;2,98767;0,5823938
EFHA2;"""EF-hand domain family, member A2""";5,495454787;5,751229919;5,600576447;5,745423595;5,819683636;6,030400584;6,088940942;5,92776891;0,078978987;0,036111876;0,061360926;0,037084998;-0,030365976;-0,067673085;-0,078037565;-0,049502306;5,6481714;5,9666986;-0,3185272
EHD2;EH-domain containing 2;6,737057439;7,540034362;7,355257461;7,189705137;7,581177814;7,907422988;8,511212898;7,640702546;0,148299928;0,046787434;0,070146965;0,091076121;-0,052135676;-0,097412834;-0,181208376;-0,060396673;7,2055135;7,910129;-0,7046155
EIF2A;eukaryotic translation initiation factor 2a;9,445052046;9,589846423;9,354507471;9,316546414;9,23466099;9,128199098;9,047414687;9,14883059;-0,033400824;-0,049243047;-0,023494172;-0,019340782;0,020349786;0,031643694;0,040213631;0,029455022;9,426488;9,139776;0,286712
EIF2S1;"""eukaryotic translation initiation factor 2, subunit 1 alpha""";9,473985888;9,728503048;9,271895458;9,634086938;10,12554293;9,963796145;9,836988599;9,940288754;0,049431646;0,023894775;0,069708304;0,033367975;-0,062812797;-0,045835282;-0,032525114;-0,043367864;9,527118;9,966654;-0,439536
EIF4A1;eukaryotic translation initiation factor 4A1;11,26170802;11,30301912;11,19035519;11,31246781;11,60518452;11,47827563;11,37631074;11,3941256;0,017600771;0,013997055;0,023825135;0,013172812;-0,030025729;-0,018761847;-0,009711887;-0,011293056;11,266888;11,463474;-0,196586
EIF4G1;"""eukaryotic translation initiation factor 4, gamma 1""";9,673581454;9,759561824;9,683187696;9,587124207;9,83822059;9,925998386;9,905977311;9,770705378;0,018929033;0,010209114;0,017954792;0,027697316;-0,01677965;-0,025851481;-0,023782304;-0,009801955;9,675863;9,860226;-0,184363
EIF5;eukaryotic translation initiation factor 5;9,742852232;9,838267547;9,682562356;9,677487971;9,982478303;9,928020254;10,02281505;9,805942506;0,01932213;0,009717993;0,025390676;0,025901444;-0,025390744;-0,019796864;-0,029534096;-0,007257153;9,735292;9,934814;-0,199522
EIF5A | EIF5AL3;eukaryotic translation initiation factor 5A | eukaryotic translation initiation factor 5A-like 3;9,792826282;10,24915666;9,741155923;10,00128741;10,21908991;10,35295646;10,75080192;10,58448501;0,065287546;0,021731409;0,070219414;0,045390204;-0,027446207;-0,040905397;-0,080905516;-0,064183706;9,946107;10,476833;-0,530726
ELAVL1;"""ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)""";9,41259167;9,695657546;9,246511454;9,5611167;10,04775349;9,844954733;9,990755305;9,858684605;0,052633826;0,024143582;0,069349603;0,037684959;-0,060004778;-0,038610179;-0,053991658;-0,040058636;9,47897;9,935537;-0,456567
ELP4;elongation protein 4 homolog (S. cerevisiae);5,62241089;5,651216011;5,710864722;5,700878669;5,48515177;5,570579788;5,47061296;5,485666212;-0,021698752;-0,026933189;-0,037772492;-0,035957837;0,032830081;0,017766977;0,035393638;0,032739372;5,6713424;5,5030026;0,1683398
EMILIN1;elastin microfibril interfacer 1;6,853074305;6,919802001;6,665975057;6,741633557;6,574125754;6,55547537;6,455402843;6,523674937;-0,049930576;-0,060153644;-0,02126589;-0,032857209;0,032522636;0,035267309;0,049994424;0,039947201;6,795121;6,527169;0,267952
EMR4;"""EGF-like module containing, mucin-like, hormone receptor-like sequence 4""";4,981753805;5,442261218;5,179399278;5,498420072;6,10219113;5,938571384;5,865582988;5,762961887;0,158107401;0,080283848;0,12470626;0,07079327;-0,156712834;-0,125697571;-0,111862112;-0,092409568;5,275459;5,917327;-0,641868
ENDOD1;endonuclease domain containing 1;6,402137105;6,820132941;6,484018333;6,431505807;6,966681644;7,028286699;7,392090212;7,120616291;0,101696385;0,043046099;0,090207377;0,097575571;-0,066146925;-0,075574662;-0,131249374;-0,089704332;6,534448;7,126919;-0,592471
ENO1;"""enolase 1, alpha non-neuron""";10,43673438;10,64731621;10,95084534;10,7262302;10,92222741;11,1624437;11,18832587;10,95216636;0,056036569;0,036990234;0,009537164;0,02985276;-0,021696847;-0,044167376;-0,046588469;-0,024497423;10,690282;11,056291;-0,366009
ENO1 | GM5506;"""enolase 1, alpha non-neuron | predicted gene 5506""";10,25154386;10,66951554;10,7920362;10,46068069;10,80887154;11,10593882;11,21157481;10,91614892;0,068941462;0,030980731;0,019853246;0,049947383;-0,025174653;-0,053350197;-0,063369314;-0,035349448;10,543444;11,010633;-0,467189
ENPEP;glutamyl aminopeptidase;7,546801222;7,945537512;7,283084119;7,721775036;8,073031822;7,951561367;8,257654669;8,089597461;0,067485894;0,018216382;0,100071875;0,045865403;-0,058855617;-0,042923601;-0,083070676;-0,06102836;7,624299;8,092962;-0,468663
EPB4.1L2;erythrocyte protein band 4.1-like 2;8,3209658;8,460931922;8,213175482;8,309402625;8,664088586;8,655863958;8,649272006;8,450501827;0,033000288;0,016734484;0,045526863;0,034344073;-0,040591491;-0,039603681;-0,038811961;-0,014938872;8,326119;8,604931;-0,278812
EPPK1;epiplakin 1;6,80425418;6,815891278;6,678476279;6,557173766;6,407191723;6,471599011;6,513705252;6,385623111;-0,05581861;-0,057624343;-0,036301607;-0,017479052;0,045689545;0,036096489;0,029825033;0,048902053;6,713949;6,4445295;0,2694195
ERAS | PCSK1N;ES cell-expressed Ras | proprotein convertase subtilisin/kexin type 1 inhibitor;3,944632455;3,815779955;3,777577722;3,822928957;3,729118382;3,558493484;3,622345992;3,792005922;-0,073226016;-0,038168794;-0,027775017;-0,040113841;0,028933458;0,073364369;0,056737106;0,012557473;3,8402295;3,6754909;0,1647386
ERCC5;"""excision repair cross-complementing rodent repair deficiency, complementation group 5""";7,764675725;7,755853883;7,730776461;7,684651702;7,65557912;7,557710268;7,590267905;7,412402682;-0,0278906;-0,026722761;-0,023403003;-0,017296991;0,010138375;0,022792756;0,018583074;0,041580937;7,7339892;7,5539904;0,1799988
ERGIC1;endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1;7,957060371;8,36499416;8,112390833;8,217012539;8,479790347;8,48235305;8,947141674;8,675952442;0,079715938;0,03253583;0,061750993;0,049650835;-0,038825259;-0,039139205;-0,096078604;-0,062856294;8,162865;8,646309;-0,483444
ERLEC1;endoplasmic reticulum lectin 1;7,763091036;7,952759855;7,460624077;7,968725134;7,442780147;7,378182966;7,434127848;7,294330808;-0,05086201;-0,076536803;-0,009918134;-0,078697966;0,044118497;0,052414758;0,045229718;0,06318395;7,7863;7,3873553;0,3989447
EVI5;ecotropic viral integration site 5;6,104326497;6,575311649;6,348458747;6,339825355;6,748198967;6,663062928;6,832543841;6,666639309;0,092645808;0,022638027;0,056357706;0,057640984;-0,064052305;-0,050628101;-0,077351758;-0,051192023;6,3419805;6,7276115;-0,385631
EXOSC1;exosome component 1;7,42124766;7,738178566;7,558458735;7,534737938;7,780096729;7,759390278;7,984006794;8,02071765;0,058940174;0,018751387;0,041540967;0,04454891;-0,02868393;-0,025946124;-0,055644907;-0,060498814;7,5631557;7,886053;-0,3228973
EXOSC8;exosome component 8;7,898705177;8,073396465;7,884713163;8,011718791;8,353571481;8,169864462;8,110899685;8,318134586;0,041200287;0,019995044;0,042898735;0,027481909;-0,048504017;-0,02544591;-0,018044907;-0,044056132;7,9671335;8,238118;-0,2709845
F8;coagulation factor VIII;5,989157276;6,022575395;5,86708877;6,156296407;5,903865833;5,72963099;5,558203586;5,701187187;-0,046466007;-0,052305047;-0,025137374;-0,075669685;0,017459981;0,046456694;0,074986185;0,051190402;6,008779;5,723222;0,285557
FAM102A;"""family with sequence similarity 102, member A""";7,682569299;7,67150534;7,407758548;7,731223587;7,847060346;7,865708213;8,095680033;8,003342534;0,033997244;0,035388421;0,068551823;0,027879476;-0,029356984;-0,031803162;-0,061970268;-0,049857675;7,6232643;7,9529476;-0,3296833
FAM107A;"""family with sequence similarity 107, member A""";6,599681267;6,640011752;6,164551815;6,563759871;6,116971596;5,874602621;6,392032196;5,814262021;-0,09095252;-0,097619303;-0,019023959;-0,085014576;0,057767863;0,095101344;0,015398705;0,104395951;6,4920006;6,049467;0,4425336
FAM114A1;"""family with sequence similarity 114, member A1""";5,71104581;6,052135893;5,775816059;6,182781037;6,197004615;6,259574725;6,366351635;6,396617914;0,094187487;0,040088172;0,083914464;0,019366922;-0,044947711;-0,055498372;-0,073503246;-0,078606789;5,9304447;6,3048873;-0,3744426
FAM124A;"""family with sequence similarity 124, member A""";6,091798932;6,192403056;6,200047279;6,362430444;6,088243152;6,101866089;5,868782266;5,854138729;-0,018992362;-0,035820697;-0,037099367;-0,064261657;0,019870155;0,017677035;0,055200572;0,057557995;6,21167;5,9782577;0,2334123
FAM133B;"""family with sequence similarity 133, member B""";7,592383055;7,496243528;7,44822835;7,391129165;7,676629155;7,545994892;7,610600196;7,675748842;0,004570452;0,017175206;0,023470427;0,030956643;-0,026013534;-0,008553719;-0,017188488;-0,025895876;7,481996;7,627243;-0,145247
FAM136A;"""family with sequence similarity 136, member A""";4,753188848;5,38032907;5,297743909;5,505528477;6,115450116;5,894526222;5,466219597;5,752931704;0,181512236;0,073520188;0,087741156;0,05196115;-0,168364396;-0,126156609;-0,044328093;-0,0991048;5,2341976;5,8072815;-0,5730839
FAM173B;"""family with sequence similarity 173, member B""";6,233387968;6,485494977;6,573337428;6,507139164;6,804599808;6,845741036;6,810940134;6,936271761;0,089935047;0,053127816;0,040302954;0,049967798;-0,055002885;-0,061381528;-0,055985906;-0,075417648;6,44984;6,849388;-0,399548
FAM174B;"""family with sequence similarity 174, member B""";6,253647442;6,007788867;6,03850447;6,085402512;6,213492041;6,290978837;6,441271529;6,247148123;0,007077403;0,046113587;0,041236719;0,033790484;-0,019217385;-0,031927772;-0,056580724;-0,024738091;6,0963364;6,2982225;-0,2018861
FAM175A;"""family with sequence similarity 175, member A""";6,927597252;6,971377023;6,859811069;6,875307424;7,048228674;7,032658974;6,964158309;7,101114291;0,015482431;0,009260656;0,025115885;0,022913616;-0,02022222;-0,017968526;-0,008053141;-0,027877347;6,908523;7,03654;-0,128017
FAM20B;"""family with sequence similarity 20, member B""";8,243859483;8,543264928;8,147865812;8,346466564;8,723292905;8,4654071;8,725539533;8,664617587;0,046369899;0,011735388;0,057474219;0,034500556;-0,048426836;-0,017432302;-0,048696852;-0,041374823;8,320364;8,644714;-0,32435
FAM20C;"""family with sequence similarity 20, member C""";5,995671123;5,833003662;5,830684673;6,240166366;6,380199094;6,37294837;6,499276675;6,586871299;0,071852191;0,0970336;0,097392586;0,034003596;-0,067837015;-0,066623481;-0,087766714;-0,102427195;5,974881;6,4598236;-0,4849426
FAM36A;"""family with sequence similarity 36, member A""";6,917757265;7,226494967;6,786180476;7,163020658;7,30086535;7,409140536;7,688602088;7,396410226;0,071286689;0,029838457;0,088950957;0,038359923;-0,039511321;-0,054927751;-0,094718027;-0,053115185;7,023363;7,4487543;-0,4253913
FAM46C;"""family with sequence similarity 46, member C""";6,617833523;7,074819589;6,776970922;7,20443514;7,370209897;7,277239983;7,684408144;7,174447892;0,102858404;0,040907434;0,081285063;0,0233362;-0,065287886;-0,051850043;-0,110702004;-0,036992505;6,9185147;7,3765764;-0,4580617
FAM82A2;"""family with sequence similarity 82, member A2""";7,2945477;7,608716875;7,730217278;7,667267983;7,824437186;8,128135395;8,029143197;7,923185073;0,085463696;0,046075494;0,030842674;0,03873479;-0,032903407;-0,072994587;-0,059926633;-0,045939109;7,5751877;7,9762254;-0,4010377
FAM84B;"""family with sequence similarity 84, member B""";5,820510392;6,046283153;5,995138269;5,951248366;6,060582738;6,076405618;6,288627872;6,127076662;0,05175198;0,014970228;0,023302493;0,030452813;-0,018021607;-0,020679443;-0,056327308;-0,029190871;5,9532948;6,138173;-0,1848782
FANCL;"""Fanconi anemia, complementation group L""";7,222648042;7,326315212;7,044262031;7,22886127;7,362973331;7,346467825;7,542660242;7,566043984;0,031107013;0,017200424;0,055036872;0,03027353;-0,021851538;-0,019560864;-0,04678893;-0,050034183;7,2055216;7,4545364;-0,2490148
FASN;fatty acid synthase;10,73079478;10,46207269;11,0764123;9,689624993;10,90962237;11,61733165;11,93723121;11,58707161;0,067926024;0,091267154;0,037905778;0,158361755;-0,040029298;-0,107496197;-0,137992662;-0,104611465;10,489726;11,5128145;-1,0230885
FASTKD5 | UBOX5;FAST kinase domains 5 | U box domain containing 5;6,762444822;6,785158197;6,720208915;6,850569416;6,899946126;6,85396217;6,96324685;6,882388845;0,01991934;0,016627492;0,026040587;0,007147449;-0,017751904;-0,010969205;-0,027088851;-0,01516218;6,7795954;6,899886;-0,1202906
FBXW15;F-box and WD-40 domain protein 15;3,127886794;3,084752931;3,200102811;3,142605931;2,957136677;3,078549671;2,986569861;2,93470804;-0,04638157;-0,031951866;-0,070540215;-0,051305608;0,057887786;0,0192069;0,048510687;0,06503331;3,138837;2,9892411;0,1495959
FER1L6;fer-1-like 6 (C. elegans);5,050706845;4,805484409;5,18571156;4,990367741;4,697582769;4,773607163;4,409263067;4,467473618;-0,10109585;-0,047635332;-0,130527994;-0,087941427;0,061996933;0,046816548;0,119567981;0,107944626;5,0080676;4,586982;0,4210856
FGF12;fibroblast growth factor 12;5,044241059;5,052312728;5,099390955;4,95624491;4,797767307;4,94671478;4,758747937;4,960980944;-0,036618687;-0,038277459;-0,047952288;-0,018535005;0,04769308;0,018128556;0,055438019;0,01529687;5,0380473;4,8660526;0,1719947
FGF13;fibroblast growth factor 13;6,264203273;6,330679467;6,286775345;6,039618246;6,774735415;6,642803967;6,909502766;6,709103702;0,073210548;0,063375389;0,069871008;0,106437923;-0,087381788;-0,066206075;-0,109012679;-0,076847542;6,230319;6,759036;-0,528717
FGF14;fibroblast growth factor 14;5,975457686;6,328983162;5,952118959;6,069554677;6,379391694;6,670878747;6,536891399;6,724811463;0,091598711;0,037855045;0,095146712;0,077293894;-0,048978258;-0,096908154;-0,074876302;-0,105776436;6,081529;6,5779934;-0,4964644
FGF21;fibroblast growth factor 21;5,475157401;5,403763079;5,423342169;5,559172669;5,913585231;5,944584823;5,510615271;5,866709378;0,057449398;0,06973996;0,066369412;0,042986135;-0,082012281;-0,087684295;-0,008280622;-0,073435377;5,4653587;5,8088737;-0,343515
FHIT;fragile histidine triad gene;5,800666029;5,596463501;5,667928003;5,670006744;5,496233973;5,179816422;5,225266583;5,394575848;-0,089537086;-0,051181796;-0,064604949;-0,064995398;0,032994394;0,088664794;0,080668308;0,050880091;5,6837664;5,323973;0,3597934
FKBP4;FK506 binding protein 4;8,163958527;8,397200069;8,0895332;8,484900849;9,314437551;9,010635019;9,351558779;9,189218978;0,114198307;0,088891252;0,122273566;0,079375586;-0,124402869;-0,087729002;-0,128884;-0,109286967;8,283897;9,216463;-0,932566
FLNB;"""filamin, beta""";7,873153386;8,393185724;7,898008635;8,01151022;8,426220709;8,369380543;8,790228104;8,52411071;0,076732074;0,01574899;0,073817352;0,060507263;-0,047520937;-0,040454749;-0,092773178;-0,059690311;8,043964;8,527485;-0,483521
FNDC4;fibronectin type III domain containing 4;4,94658977;4,968811053;4,887336487;4,854930017;4,721942702;4,789513902;4,683279072;4,788647036;-0,042298838;-0,046981097;-0,029813544;-0,022985157;0,039165294;0,025415709;0,047032682;0,025592101;4,9144173;4,745846;0,1685713
FOLH1;folate hydrolase;4,554585673;5,154804306;4,71349548;4,908841197;4,581879442;4,394467441;4,4942101;4,202415156;-0,030859025;-0,166709098;-0,066825768;-0,111039207;0,051946124;0,090724244;0,070086117;0,130462504;4,8329315;4,418243;0,4146885
FOXD3;forkhead box D3;5,1094431;5,141801521;5,236881745;5,160659121;5,286572934;5,224650267;5,330514327;5,277874592;0,032284665;0,026156064;0,008148115;0,022584483;-0,024093684;-0,012098274;-0,032605834;-0,022408676;5,1621966;5,279903;-0,1177064
FOXK2;forkhead box K2;7,749850076;7,790102772;7,544766425;7,750133225;8,023811452;7,921270389;8,096727362;8,042377917;0,033810664;0,02879228;0,059378854;0,033775363;-0,040875556;-0,027573588;-0,050334451;-0,04328406;7,7087135;8,021047;-0,3123335
FOXN1;forkhead box N1;6,165110845;6,469733133;6,554735173;6,223088652;6,919401076;6,912173856;7,064653042;7,027245473;0,116856159;0,073219426;0,061042998;0,108550916;-0,08912627;-0,087988692;-0,111989193;-0,106101173;6,353167;6,9808683;-0,6277013
FREM3;Fras1 related extracellular matrix protein 3;4,118924675;3,85324324;4,276072328;3,992041259;3,644090815;3,878589419;3,548807913;3,573735524;-0,124987825;-0,052423163;-0,167909027;-0,090332591;0,102456271;0,044698997;0,125924559;0,11978486;4,0600705;3,661306;0,3987645
FRMD8 | GM9783;FERM domain containing 8 | predicted gene 9783;5,529624768;5,355090637;5,4558855;5,542085637;5,32156317;5,254246973;5,128111306;5,354725301;-0,050328543;-0,017176532;-0,036322085;-0,052695432;0,027255982;0,039560906;0,062617611;0,02119418;5,4706717;5,264662;0,2060097
FSCN1;"""fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)""";7,586449227;7,673391572;7,274802101;7,927091096;8,232288266;8,01674097;8,464919457;8,152404258;0,076691051;0,066109732;0,114620071;0,035233226;-0,081000682;-0,052696671;-0,111548018;-0,070510929;7,615433;8,216588;-0,601155
