Name,Description,FLT1,FLT2,FLT3,FLT4,AEM1,AEM2,AEM3,AEM4,Flight Mean,AEM Mean,F vs AEM,cluster
DLG4,"""discs, large homolog 4 (Drosophila)""",6.631828239,7.073426322,6.743986721,7.049208991,7.155891935,7.274023072,7.449534449,7.329784597,6.874613,7.302308,-0.427695,J
DIMT1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),6.276276009,6.504659801,6.218249744,6.546659297,6.845305774,6.838399586,6.731521312,6.840727194,6.3864613,6.813988,-0.4275267,B
CCL17,chemokine (C-C motif) ligand 17,6.014812566,5.761666768,6.152518149,6.087759692,6.344442492,6.330941059,6.583854003,6.461879632,6.004189,6.4302793,-0.4260903,H
GNL3,guanine nucleotide binding protein-like 3 (nucleolar),7.104890578,7.351394633,7.249019062,7.175580772,7.911903923,7.551666958,7.400732936,7.720125158,7.2202215,7.646107,-0.4258855,H
FAM36A,"""family with sequence similarity 36, member A""",6.917757265,7.226494967,6.786180476,7.163020658,7.30086535,7.409140536,7.688602088,7.396410226,7.023363,7.4487543,-0.42539130000000003,F
DNASE1L3,deoxyribonuclease 1-like 3,6.489330998,6.868461883,6.291657653,6.794301991,7.102787534,6.843934377,7.17503124,7.02225364,6.610938,7.0360017,-0.4250637,E
PDIA3,protein disulfide isomerase associated 3,10.41082859,10.70814308,10.37163356,10.63300039,10.94119163,10.86614526,11.14076655,10.87565355,10.530902,10.955939,-0.425037,H
RBM14,RNA binding motif protein 14,8.033089643,8.112946992,7.69780938,8.066053793,8.317486628,8.226956003,8.474375602,8.589670926,7.977475,8.4021225,-0.4246475,I
CDK2AP1 | LOC100047490,CDK2 (cyclin-dependent kinase 2)-associated protein 1 | similar to putative oral cancer suppressor,8.947501052,9.165296922,8.89090679,9.096825786,9.40364542,9.278685423,9.561760409,9.551241647,9.025132,9.448833,-0.423701,D
METT10D,methyltransferase 10 domain containing,7.083118829,7.467299683,7.053917536,7.345672312,7.818440786,7.588365907,7.608164302,7.629278169,7.237502,7.6610622,-0.4235602,F
GM13015,predicted gene 13015,7.013019134,7.328744954,7.189373626,7.361858231,7.612977351,7.492348668,7.727426711,7.753525367,7.223249,7.6465693,-0.4233203,B
PARP6,"""poly (ADP-ribose) polymerase family, member 6""",7.583315714,7.752654508,7.682880911,7.738249886,7.937695508,8.016118519,8.325156099,8.171030439,7.689275,8.112499,-0.423224,D
BCL3,B-cell leukemia/lymphoma 3,6.247886253,6.629101186,6.50769151,6.782999497,6.979197255,6.725442375,7.264035554,6.890629027,6.541919,6.964826,-0.422907,D
INTS3,integrator complex subunit 3,7.604327751,8.168386847,7.722677551,7.991833107,8.143475665,8.116828025,8.544399794,8.372898521,7.871806,8.2944,-0.422594,E
PLXNC1,plexin C1,6.333608668,6.525180946,6.357688619,6.636630693,7.042320046,6.671616138,7.024817,6.802228456,6.4632773,6.8852453,-0.421968,I
REEP6,receptor accessory protein 6,6.638860648,6.87023804,6.964466322,6.771763441,7.086868344,7.239125553,7.366627056,7.239125553,6.8113317,7.232937,-0.4216053,J
DUT,deoxyuridine triphosphatase,7.728634219,7.843512593,7.593749038,7.267190935,8.142322723,7.986299442,7.809240971,8.177024579,7.608272,8.028722,-0.42045,D
SCAMP4 | ADAT3,"""secretory carrier membrane protein 4 | adenosine deaminase, tRNA-specific 3, TAD2 homolog (S. cerevisiae)""",7.568813231,7.753104898,7.458669315,7.696494014,7.837991626,7.919905435,8.237650449,8.158999113,7.6192703,8.038637,-0.4193667,J
KYNU,kynureninase (L-kynurenine hydrolase),5.869821688,6.28990016,5.814713338,6.323304973,6.590300075,6.394045233,6.600501073,6.390035337,6.0744348,6.4937205,-0.4192857,H
NMT2,N-myristoyltransferase 2,7.078359026,7.550172193,7.298662447,7.440251505,7.801627549,7.640010659,7.802322469,7.797807104,7.3418617,7.7604423,-0.4185806,B
VAC14,Vac14 homolog (S. cerevisiae),7.698719251,7.985283558,7.660815108,7.780968061,8.098565868,8.023944191,8.393638087,8.28295192,7.7814465,8.199775,-0.4183285,G
MRPS17,mitochondrial ribosomal protein S17,6.776017506,7.291373013,7.046678443,7.327464165,7.565875068,7.301758605,7.53443279,7.712727652,7.110383,7.528699,-0.418316,F
TPM4,tropomyosin 4,8.809038037,9.242672201,9.093273463,9.252472718,9.496065782,9.513794515,9.643523896,9.417025289,9.099364,9.517603,-0.418239,C
CREB3L1,cAMP responsive element binding protein 3-like 1,5.429266169,5.37172497,5.396125942,5.621271293,5.690093209,5.858694041,6.228665266,5.711838502,5.454597,5.872323,-0.417726,A
HSF1,heat shock factor 1,7.392866333,7.463052485,7.389068933,7.381614345,7.641104045,7.65402271,8.069024072,7.932143044,7.4066505,7.824074,-0.4174235,J
ZMAT3,zinc finger matrin type 3,5.77483261,5.981953827,5.788301204,6.035795224,6.358260278,6.35283803,6.328379946,6.209065024,5.8952208,6.3121357,-0.4169149,J
LAD1,ladinin,6.517031563,6.426820641,6.200752327,6.717345255,6.77019078,6.75872169,7.216411208,6.784180404,6.4654875,6.8823757,-0.4168882,A
ABCE1,"""ATP-binding cassette, sub-family E (OABP), member 1""",9.318078418,9.750802338,9.462246491,9.294987181,9.930411135,9.817946022,9.825849933,9.917005716,9.456529,9.872803,-0.416274,E
KPNA1,karyopherin (importin) alpha 1,8.035562972,8.439735466,7.967013589,8.251954472,8.614691227,8.579074613,8.637711354,8.527072099,8.173566,8.589638,-0.416072,G
TAF6,"""TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor""",7.234606257,7.335012124,7.008818619,7.355825123,7.482251638,7.631610368,7.736479957,7.740402395,7.233566,7.647686,-0.41412,J
MTAP,methylthioadenosine phosphorylase,6.412016572,6.884102266,6.737926761,6.66854307,6.984898807,7.041285651,7.105964142,7.225432997,6.6756473,7.0893955,-0.4137482,G
PPP1R3B,"""protein phosphatase 1, regulatory (inhibitor) subunit 3B""",7.210676216,7.340252427,7.607938332,7.494466851,7.853475957,7.933632854,7.734803735,7.780086747,7.4133334,7.8255,-0.4121666,G
PPAT,phosphoribosyl pyrophosphate amidotransferase,7.799373138,8.245903105,7.718217004,7.942613748,8.356974634,8.262247351,8.294544363,8.440873344,7.9265265,8.338659,-0.4121325,H
MRPL15,mitochondrial ribosomal protein L15,6.357079617,6.629362715,6.498878094,6.64772947,7.032390308,6.869518541,6.903280608,6.972988336,6.5332627,6.9445443,-0.4112816,E
CHRDL1,chordin-like 1,5.359472213,5.926551226,5.613257157,5.680840921,6.027888325,6.033287666,6.292554994,5.870281806,5.6450305,6.056003,-0.4109725,I
AMD1,S-adenosylmethionine decarboxylase 1,6.318185149,6.665437581,6.364274165,6.616298121,7.029629241,6.851116608,6.833148258,6.891697228,6.491049,6.9013977,-0.4103487,A
MCM2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),8.66954217,8.852949862,8.254529159,8.500892184,8.978261688,8.795847912,8.993556909,9.150938485,8.569478,8.9796505,-0.4101725,F
SMS,spermine synthase,8.839823845,9.076792785,8.900670785,8.903846871,9.349811058,9.213983484,9.272230574,9.52467257,8.930284,9.340174,-0.40989,A
SLC7A1,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""",6.938526264,7.075163403,7.049635684,6.774299604,7.050153206,7.334288105,7.507363419,7.582811917,6.959406,7.368654,-0.409248,H
ZFR,zinc finger RNA binding protein,9.018734073,9.218303199,8.927742161,8.926958586,9.386252429,9.36714259,9.566031037,9.406899525,9.022935,9.4315815,-0.4086465,H
ADAP1,ArfGAP with dual PH domains 1,5.545029404,5.63486042,5.533927505,5.922670066,6.051822598,5.929286725,6.22269147,6.065985815,5.659122,6.0674467,-0.4083247,A
GM5943,ubiquitin-conjugating enzyme E2N pseudogene,5.593268162,5.923989752,5.758375668,5.744991163,6.035793266,6.150797827,6.148260633,6.314956878,5.755156,6.162452,-0.407296,H
MAT2A,"""methionine adenosyltransferase II, alpha""",9.358221092,9.465907038,9.557640008,9.337086006,9.704798257,9.863319705,9.775314442,9.999232874,9.429713,9.835667,-0.405954,F
RWDD1,RWD domain containing 1,7.137888615,7.731816873,7.540627413,7.60083989,7.953775645,7.701539787,7.97557829,8.00384704,7.502793,7.908685,-0.405892,J
ARHGAP8,Rho GTPase activating protein 8,6.023235912,6.449441916,6.063786857,6.236005048,6.729736704,6.427439904,6.563261407,6.673143418,6.193117,6.5983953,-0.4052783,A
TECRL,"""trans-2,3-enoyl-CoA reductase-like""",4.018367847,4.43188578,4.198414435,4.317304791,4.527628847,4.700242096,4.658995534,4.698470304,4.241493,4.646334,-0.404841,J
RARRES2 | LRRC61,retinoic acid receptor responder (tazarotene induced) 2 | leucine rich repeat containing 61,5.894169322,6.255510528,6.268159419,6.526228589,6.562280536,6.449859454,6.828070945,6.722278059,6.2360168,6.6406226,-0.4046058,A
CCDC52,coiled-coil domain containing 52,6.503960569,6.915809738,6.641770036,6.76954537,7.070485795,7.199245496,6.99377304,7.185962404,6.7077713,7.1123667,-0.4045954,A
ASCL1,achaete-scute complex homolog 1 (Drosophila),6.309792318,6.481893351,6.286003921,6.201900982,6.745014228,6.809406033,6.691309284,6.650662028,6.3198977,6.7240977,-0.4042,B
RNGTT,RNA guanylyltransferase and 5'-phosphatase,8.042902408,8.283279298,7.855431528,7.997639401,8.489979984,8.513957115,8.365550244,8.426295431,8.044813,8.448946,-0.404133,J
HNRNPC,heterogeneous nuclear ribonucleoprotein C,9.572639685,9.823501517,9.441769186,9.71503668,10.10792244,10.16021516,9.877307591,10.02192865,9.638237,10.041843,-0.403606,E
LMAN2L,"""lectin, mannose-binding 2-like""",8.260120586,8.805881382,8.410818358,8.56857608,8.767340292,8.877277364,8.965515029,9.04749519,8.511349,8.914408,-0.403059,J
DPH5,DPH5 homolog (S. cerevisiae),6.637758972,6.29934854,6.26782121,6.647841939,6.92744178,6.742736507,6.802080627,6.987713175,6.463193,6.8649926,-0.4017996,B
FAM82A2,"""family with sequence similarity 82, member A2""",7.2945477,7.608716875,7.730217278,7.667267983,7.824437186,8.128135395,8.029143197,7.923185073,7.5751877,7.9762254,-0.4010377,H
HOMER1,homer homolog 1 (Drosophila),6.137479231,6.527156486,6.443988765,6.314253595,6.798292871,6.819407521,6.755584431,6.652524244,6.3557196,6.7564526,-0.400733,C
TOMM5,translocase of outer mitochondrial membrane 5 homolog (yeast),7.187232446,7.328085403,7.181582908,7.424986972,7.656674586,7.416508173,7.67520905,7.975986846,7.280472,7.6810946,-0.4006226,D
DPH3,"""DPH3 homolog (KTI11, S. cerevisiae)""",6.245245047,6.81506235,6.629627933,6.715001233,6.94067008,6.979261559,6.914281586,7.17149596,6.6012344,7.001427,-0.4001926,F
6330406I15RIK,RIKEN cDNA 6330406I15 gene,5.279680886,5.720766683,5.251138138,5.623287278,5.933926342,5.66633031,6.082266719,5.792882634,5.468718,5.868851,-0.400133,F
OSR1,odd-skipped related 1 (Drosophila),5.439633007,5.887258066,5.533198694,5.413150409,5.819149997,6.00622011,6.173528233,5.873229552,5.5683103,5.9680324,-0.3997221,E
ACAP1,"""ArfGAP with coiled-coil, ankyrin repeat and PH domains 1""",8.86285242,8.823727516,8.78783988,8.947029085,9.189314889,9.138881025,9.265603618,9.426511676,8.855362,9.255077,-0.399715,G
FAM173B,"""family with sequence similarity 173, member B""",6.233387968,6.485494977,6.573337428,6.507139164,6.804599808,6.845741036,6.810940134,6.936271761,6.44984,6.849388,-0.399548,J
1600012F09RIK,RIKEN cDNA 1600012F09 gene,6.693804901,7.274870861,7.067427783,7.18226073,7.610661232,7.461380522,7.37210834,7.371830579,7.0545907,7.4539948,-0.3994041,C
ZBTB6,zinc finger and BTB domain containing 6,7.746270227,8.0434404,7.824670274,7.880275268,8.320694744,8.297565019,8.158357802,8.314703058,7.8736644,8.27283,-0.3991656,D
MRPL19 | AW146020,mitochondrial ribosomal protein L19 | expressed sequence AW146020,6.551384075,6.787608886,6.284972931,6.728442869,6.966402311,6.945088743,6.993777778,7.043372924,6.5881023,6.9871607,-0.3990584,G
LDHA,lactate dehydrogenase A,10.23359038,10.68430568,10.69535408,10.69500322,10.81306478,10.89281329,11.18013542,11.01743031,10.577064,10.975862,-0.398798,F
9830001H06RIK,RIKEN cDNA 9830001H06 gene,5.523896756,5.665982698,5.801112588,5.413020373,5.993584991,5.804466897,6.320050576,5.879932411,5.601003,5.999509,-0.398506,H
MLEC,malectin,8.172727466,8.48903164,8.129781788,8.4927916,8.786731973,8.579101994,8.830191191,8.680460093,8.321083,8.719122,-0.398039,I
HUS1,Hus1 homolog (S. pombe),6.80968741,7.187260568,7.070815887,6.953624764,7.327378865,7.391135901,7.393027651,7.501775763,7.0053473,7.4033294,-0.3979821,J
N4BP1,NEDD4 binding protein 1,7.791011581,8.147625827,7.701326855,7.833819455,8.314682062,8.36859178,8.27072703,8.108865404,7.8684464,8.265717,-0.3972706,E
POLR1B,polymerase (RNA) I polypeptide B,6.70528425,7.018115105,6.573977554,6.82568667,7.014448466,7.064324069,7.345497024,7.287079562,6.7807655,7.1778374,-0.3970719,G
BC037034,cDNA sequence BC037034,6.481042939,6.687816891,6.458849601,6.833151413,6.879915799,6.987717126,7.004837736,7.176460269,6.615215,7.012233,-0.397018,I
PVALB,parvalbumin,4.830778686,4.74279526,4.886212342,4.491830563,4.97792363,5.033647071,5.404028621,5.121152137,4.737904,5.1341877,-0.3962837,C
YWHAG,"""tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide""",8.174137125,8.561918265,8.4189451,8.491015484,8.699973564,8.775025335,9.117632414,8.638131818,8.411504,8.807692,-0.396188,E
RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,8.147437379,8.370884899,8.156022946,8.0968623,8.621398489,8.678506537,8.46429886,8.591265552,8.192801,8.588868,-0.396067,I
SUV39H2 | DCLRE1C,"""suppressor of variegation 3-9 homolog 2 (Drosophila) | DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)""",5.703802894,5.787452925,5.761685467,5.546928298,6.291151084,5.954787502,5.87979042,6.255401696,5.6999674,6.0952826,-0.3953152,F
RPL9-PS3,"""ribosomal protein L9, pseudogene 3""",2.784258746,3.286179914,3.062641331,3.197811661,3.337533161,3.395297898,3.539285161,3.638997705,3.0827231,3.4777784,-0.3950553,A
GM10851,predicted gene 10851,5.629968332,5.843328872,5.773294753,5.971035498,6.203888429,6.028296657,6.181749176,6.383845393,5.8044066,6.199445,-0.3950384,H
TNFRSF10B,"""tumor necrosis factor receptor superfamily, member 10b""",5.57397463,5.412706326,5.663938818,5.433918363,5.9406541,5.967598752,5.953381858,5.802399048,5.5211344,5.9160085,-0.3948741,E
LASP1,LIM and SH3 protein 1,9.286550875,9.466710749,9.03019541,9.350743857,9.49896567,9.668527278,9.868664143,9.674598707,9.28355,9.677689,-0.394139,B
HIC1,hypermethylated in cancer 1,5.857499592,6.184621905,5.933529769,6.143830046,6.433832985,6.449052114,6.380126693,6.430429197,6.02987,6.4233603,-0.3934903,E
MTAP1B,microtubule-associated protein 1B,6.417151133,6.563307024,6.209326478,6.437291311,6.67990502,6.774527974,7.072605479,6.672568735,6.406769,6.799902,-0.393133,F
DCTPP1,dCTP pyrophosphatase 1,7.147958178,7.142855226,6.802812808,7.087334638,7.379460038,7.355001846,7.437651507,7.579173765,7.0452404,7.437822,-0.3925816,D
PPP2R4,"""protein phosphatase 2A, regulatory subunit B (PR 53)""",8.253798417,8.694981194,8.360251286,8.599120472,8.767539719,8.704209974,8.993704401,9.01293252,8.477038,8.8695965,-0.3925585,F
YWHAH,"""tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide""",9.96439035,10.24177087,9.871490599,10.23215608,10.46871194,10.37975239,10.57019545,10.46090184,10.077452,10.469891,-0.392439,C
BASP1,"""brain abundant, membrane attached signal protein 1""",7.09189077,7.244294824,7.110191172,7.565358382,7.672600164,7.709201905,7.626826891,7.567507286,7.2529335,7.644034,-0.3911005,J
BOP1,block of proliferation 1,7.224764966,7.434019899,7.185755187,7.32535285,7.681964568,7.631768533,7.712205654,7.706853731,7.292473,7.6831985,-0.3907255,J
POLD3,"""polymerase (DNA-directed), delta 3, accessory subunit""",7.739639798,7.848448155,7.4767356210000004,7.396468229,7.98867199,7.860711862,8.010132308,8.162312948,7.615323,8.005457,-0.390134,I
GM7172,predicted gene 7172,8.436938179,8.411486257,8.200009003,8.045714848,8.633422495,8.499913651,8.756843801,8.764268559,8.273538,8.663612,-0.390074,C
FZD3,frizzled homolog 3 (Drosophila),5.002259506,5.308227751,5.128081133,4.941462919,5.209444878,5.562875419,5.661201691,5.506799794,5.095008,5.4850802,-0.3900722,A
UBXN2A,UBX domain protein 2A,7.840332044,8.28350761,8.059890928,8.108814972,8.389408911,8.502830621,8.479758057,8.478386066,8.073136,8.462596,-0.38946,G
TMEM63B,transmembrane protein 63b,6.466314349,6.699415012,6.73196826,6.910459528,6.896152082,7.061734051,7.324398379,7.08267252,6.7020392,7.091239,-0.3891998,I
DPY30,dpy-30 homolog (C. elegans),8.32901429,8.687269568,8.591503159,8.587348615,9.065375269,8.756586964,8.813763018,9.11559466,8.548784,8.93783,-0.389046,E
NOP16,NOP16 nucleolar protein homolog (yeast),7.497004886,7.711959103,7.421136207,7.669420768,7.874334757,7.887597244,7.91035533,8.178018746,7.57488,7.9625764,-0.3876964,D
MIPEP,mitochondrial intermediate peptidase,6.670866035,6.976567503,6.75628166,6.993809563,7.2434722,7.163965867,7.273566886,7.266928498,6.8493814,7.2369833,-0.3876019,H
LGI2,"""leucine-rich repeat LGI family, member 2""",4.843753932,5.142792894,4.80336954,4.754253168,5.117416822,5.206564249,5.492561801,5.277063531,4.8860426,5.2734017,-0.3873591,G
SNRPN | SNURF,small nuclear ribonucleoprotein N | SNRPN upstream reading frame,5.432220904,5.51351761,5.4568625,5.703915992,5.694757263,5.775542578,6.236260207,5.944965076,5.526629,5.912882,-0.386253,A
2410127L17RIK,RIKEN cDNA 2410127L17 gene,7.26993729,7.742076475,7.472989015,7.643652643,7.921978865,7.785853706,8.037157252,7.926765996,7.532164,7.9179387,-0.3857747,J
EVI5,ecotropic viral integration site 5,6.104326497,6.575311649,6.348458747,6.339825355,6.748198967,6.663062928,6.832543841,6.666639309,6.3419805,6.7276115,-0.385631,E
LRRC59,leucine rich repeat containing 59,8.098137255,8.461916766,8.149807461,8.301179356,8.570613603,8.577643155,8.80897614,8.595385289,8.25276,8.638155,-0.385395,E
ZFP238,zinc finger protein 238,8.132437599,8.403106929,8.222040193,8.113675199,8.587217581,8.601597246,8.630417041,8.591692617,8.217815,8.602731,-0.384916,C
ADAMTS9,"""a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9""",6.391645864,6.582480239,6.266576672,6.337716109,6.667464493,6.7603353,6.873844592,6.816377877,6.3946047,6.7795053,-0.3849006,J
G3BP1,Ras-GTPase-activating protein SH3-domain binding protein 1,8.308390941,8.419339957,8.058595551,8.344767149,8.614362994,8.545187282,8.789916539,8.720614668,8.282773,8.6675205,-0.3847475,C
SENP8,SUMO/sentrin specific peptidase 8,4.836676208,5.331414636,5.01411223,5.138242799,5.517545741,5.576979954,5.404398531,5.358969453,5.0801115,5.4644737,-0.3843622,J
CXCL9,chemokine (C-X-C motif) ligand 9,6.4747742,6.353236708,6.482207774,6.691272008,7.15183219,6.844836832,6.892143322,6.649144889,6.500373,6.8844895,-0.3841165,H
1110002L01RIK | KIF3C,RIKEN cDNA 1110002L01 gene | kinesin family member 3C,6.737971452,6.981090482,7.254914425,7.197883059,7.404944057,7.576801957,7.212431003,7.507044966,7.042965,7.4253054,-0.3823404,J
CDK4,cyclin-dependent kinase 4,10.04089389,10.23753477,9.903392956,10.143816,10.41189535,10.29312822,10.54114338,10.60877319,10.081409,10.463736,-0.382327,J
POLR1A,polymerase (RNA) I polypeptide A,7.003916258,7.333143822,7.00594911,6.911631443,7.234920992,7.525899672,7.604965935,7.417052237,7.0636606,7.44571,-0.3820494,I
RTN4IP1,reticulon 4 interacting protein 1,7.141770479,7.346205094,7.636479677,7.362327362,7.738614415,7.704245488,7.783155687,7.784909525,7.371696,7.7527313,-0.3810353,J
SMO,smoothened homolog (Drosophila),8.036784216,8.222575676,7.811399271,7.903502453,8.235210275,8.146268885,8.542183178,8.574565809,7.9935656,8.3745575,-0.3809919,J
XPOT,"""exportin, tRNA (nuclear export receptor for tRNAs)""",7.475181628,7.820167661,7.510347185,7.786184307,8.030201991,7.90209289,8.158977984,8.024285019,7.64797,8.02889,-0.38092,D
TRAP1,TNF receptor-associated protein 1,8.346145177,8.89709984,8.604435983,8.686671355,8.945416393,9.044940955,9.086695585,8.977041366,8.633588,9.013523,-0.379935,D
NISCH,nischarin,8.658795545,8.777795097,8.66528468,8.561356288,8.898047244,8.916930171,9.255708539,9.111175632,8.665808,9.045465,-0.379657,A
OLFML1,olfactomedin-like 1,5.308900454,5.869801159,5.663998911,5.704796792,5.86368927,5.963741608,6.086664684,6.151696487,5.636874,6.016448,-0.379574,I
RASGRP2,"""RAS, guanyl releasing protein 2""",7.697675455,7.682328879,7.4788338,8.039756795,8.049567452,8.014675875,8.01606044,8.334406166,7.7246485,8.103678,-0.3790295,C
CDCA7L | DNAHC11,"""cell division cycle associated 7 like | dynein, axonemal, heavy chain 11""",7.245929634,7.100366812,6.903603627,7.084206755,7.505814878,7.339282559,7.37289554,7.630982729,7.0835266,7.462244,-0.3787174,E
YWHAB,"""tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide""",9.994374079,10.30354897,9.831797301,10.082790899999999,10.2973023,10.33076049,10.66697449,10.43164131,10.053128,10.431669,-0.378541,B
AGTPBP1,ATP/GTP binding protein 1,7.277104015,7.300196645,7.181471878,6.897167216,7.530666147,7.492831917,7.549011972,7.59644247,7.1639853,7.542238,-0.3782527,B
FUBP1,far upstream element (FUSE) binding protein 1,9.889167282,9.760455897,9.817600675,9.701943911,10.22197784,10.15861085,10.14120848,10.15010523,9.792292,10.167975,-0.375683,G
ZFP809,zinc finger protein 809,7.058559976,7.430779701,7.224578183,7.201703925,7.517296713,7.508879946,7.642179303,7.749474189,7.2289057,7.6044574,-0.3755517,C
GADD45GIP1 | RAD23A,"""growth arrest and DNA-damage-inducible, gamma interacting protein 1 | RAD23a homolog (S. cerevisiae)""",6.782921195,6.690656817,6.56293762,6.984539945,7.235767183,7.146643646,7.011092095,7.129174225,6.7552633,7.1306696,-0.3754063,C
THOP1,thimet oligopeptidase 1,5.47156691,5.619180875,5.9044589,5.724304475,6.105121165,5.782112956,6.292033043,6.04078602,5.6798778,6.0550137,-0.3751359,B
FAM114A1,"""family with sequence similarity 114, member A1""",5.71104581,6.052135893,5.775816059,6.182781037,6.197004615,6.259574725,6.366351635,6.396617914,5.9304447,6.3048873,-0.3744426,H
IMPA2,inositol (myo)-1(or 4)-monophosphatase 2,7.45649324,7.774984675,7.782908005,7.84247266,8.071412826,7.967278943,8.108139201,8.206963571,7.7142143,8.088449,-0.3742347,J
USP31,ubiquitin specific peptidase 31,7.091650391,7.32065581,7.122316612,7.04354292,7.559414925,7.520220348,7.483560295,7.509924758,7.1445413,7.51828,-0.3737387,C
GM15770,predicted gene 15770,7.456920444,7.148195321,7.506693737,7.582779275,7.789412177,7.859767828,7.701499091,7.838542485,7.423647,7.797305,-0.373658,I
NOMO1,nodal modulator 1,8.045232418,8.2916906440000009,7.883492348,8.340717513,8.429523179,8.433290266,8.651532346,8.541067197,8.140284,8.513853,-0.373569,F
ADAMTS6,"""a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6""",5.963662541,5.917592421,5.951027367,5.620911046,6.283349469,6.324683005,6.111578688,6.225714662,5.8632984,6.236331,-0.3730326,J
PPAN,peter pan homolog (Drosophila),6.270958338,6.434183291,6.199435122,6.550194194,6.765752868,6.782195762,6.62413505,6.773713299,6.3636923,6.7364492,-0.3727569,E
IFNGR2,interferon gamma receptor 2,8.667798173,8.83657658,8.540927095,8.960819162,9.158868042,8.999127696,9.238713829,9.099688502,8.751531,9.1241,-0.372569,F
PRPS2,phosphoribosyl pyrophosphate synthetase 2,9.275856235,9.556028499,9.150330782,9.477398975,9.728240765,9.771952251,9.654046024,9.794559279,9.364903,9.7372,-0.372297,A
CNPY3,canopy 3 homolog (zebrafish),7.003744485,7.3757388,7.194446005,7.320798499,7.377176435,7.417828544,7.860884647,7.72779644,7.223682,7.5959215,-0.3722395,J
SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),6.701122012,6.961346577,6.571358771,6.953517293,7.038786398,7.057654405,7.229752847,7.349177765,6.796836,7.1688433,-0.3720073,I
SCRN3,secernin 3,6.015236199,6.281993463,6.39824315,6.314083428,6.609869306,6.735611592,6.594417142,6.55568754,6.252389,6.623896,-0.371507,G
ST3GAL3,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 3""",6.962843914,7.116075595,7.167130743,7.18477377,7.218910255,7.457144345,7.716869676,7.52296227,7.107706,7.4789715,-0.3712655,D
HSP90B1,"""heat shock protein 90, beta (Grp94), member 1""",10.54308205,10.63279435,10.4022734,10.69781602,11.10027211,10.97619644,10.97476509,10.70958053,10.568992,10.940204,-0.371212,E
CHTF8,"""CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)""",9.120925181,9.232472549,8.957306886,9.330934893,9.633413009,9.361405815,9.531583019,9.598224209,9.16041,9.531157,-0.370747,A
CCR3,chemokine (C-C motif) receptor 3,4.866575234,4.792666482,4.922837221,5.017311514,5.480190571,5.119886074,5.136206296,5.341387518,4.8998475,5.269418,-0.3695705,F
KCTD21,potassium channel tetramerisation domain containing 21,5.789116392,6.012310011,5.982578984,5.917285188,6.196301946,6.323057125,6.358156305,6.296890292,5.9253225,6.2936015,-0.368279,H
PTGES,prostaglandin E synthase,6.654420315,6.588349977,6.402638766,6.655966216,6.745126626,6.927505414,7.190465604,6.905241555,6.5753436,6.942085,-0.3667414,E
RCAN1,regulator of calcineurin 1,7.124609876,7.495464797,7.234021652,7.469765487,7.590823224,7.70165216,7.727476558,7.770293291,7.330966,7.6975613,-0.3665953,A
ST3GAL2,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 2""",6.810482734,7.049165851,6.88186847,7.087307917,7.268838959,7.258811673,7.377045033,7.390032123,6.957206,7.323682,-0.366476,A
ZFP646,zinc finger protein 646,7.74993514,8.047422119,7.715852497,7.630547943,8.124876887,8.044581055,8.200059451,8.238799331,7.7859397,8.15208,-0.3661403,C
ENO1,"""enolase 1, alpha non-neuron""",10.43673438,10.64731621,10.95084534,10.7262302,10.92222741,11.1624437,11.18832587,10.95216636,10.690282,11.056291,-0.366009,H
ORC4L,"""origin recognition complex, subunit 4-like (S. cerevisiae)""",7.618184053,8.0559879,7.890917605,7.971606064,8.347026107,8.275865702,8.189664109,8.185971145,7.8841743,8.249631,-0.3654567,F
NOS2,"""nitric oxide synthase 2, inducible""",5.511109728,5.593460215,5.25857008,5.692135931,5.811107638,5.915716194,6.009190671,5.779860334,5.5138187,5.878969,-0.3651503,E
HAS2,hyaluronan synthase 2,5.413081615,5.769023066,5.652403211,5.505814278,5.986153727,6.005853568,5.966809912,5.840561044,5.58508,5.9498444,-0.3647644,D
GM15470,predicted gene 15470,7.356892337,7.430455946,7.40383234,7.724491979,8.041026875,7.619824777,7.905802316,7.806774596,7.478918,7.843357,-0.364439,H
ODC1,"""ornithine decarboxylase, structural 1""",8.1769209,8.406550025,8.211298899,8.638229419,8.7921638,8.50765875,8.806179086,8.783985346,8.35825,8.722497,-0.364247,H
ZMYND19,"""zinc finger, MYND domain containing 19""",6.701794875,6.667962675,6.331188243,6.557824358,7.072216223,6.711237719,6.789266613,7.136751817,6.5646925,6.9273677,-0.3626752,C
