Name,Description,x,y,sample,value
CDKN2AIPNL,CDKN2A interacting protein N-terminal like,4,252,flight4,0.02971123
CDKN2B,"""cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)""",1,253,flight1,0.045568208
CDKN2B,"""cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)""",2,253,flight2,0.048099506
CDKN2B,"""cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)""",3,253,flight3,0.090990719
CDKN2B,"""cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)""",4,253,flight4,0.036059453
CDR2,cerebellar degeneration-related 2,1,254,flight1,0.206682572
CDR2,cerebellar degeneration-related 2,2,254,flight2,0.1041369
CDR2,cerebellar degeneration-related 2,3,254,flight3,0.088853214
CDR2,cerebellar degeneration-related 2,4,254,flight4,0.07592053
CDX2,caudal type homeobox 2,1,255,flight1,-0.040237804
CDX2,caudal type homeobox 2,2,255,flight2,-0.034938014
CDX2,caudal type homeobox 2,3,255,flight3,-0.061092799
CDX2,caudal type homeobox 2,4,255,flight4,-0.017496517
CEACAM20,carcinoembryonic antigen-related cell adhesion molecule 20,1,256,flight1,-0.070061847
CEACAM20,carcinoembryonic antigen-related cell adhesion molecule 20,2,256,flight2,-0.054732354
CEACAM20,carcinoembryonic antigen-related cell adhesion molecule 20,3,256,flight3,-0.041333358
CEACAM20,carcinoembryonic antigen-related cell adhesion molecule 20,4,256,flight4,-0.031981848
CEBPG,"""CCAAT/enhancer binding protein (C/EBP), gamma""",1,257,flight1,0.064187958
CEBPG,"""CCAAT/enhancer binding protein (C/EBP), gamma""",2,257,flight2,0.025711706
CEBPG,"""CCAAT/enhancer binding protein (C/EBP), gamma""",3,257,flight3,0.032574419
CEBPG,"""CCAAT/enhancer binding protein (C/EBP), gamma""",4,257,flight4,0.023274845
CEP76,centrosomal protein 76,1,258,flight1,0.053516688
CEP76,centrosomal protein 76,2,258,flight2,0.030494769
CEP76,centrosomal protein 76,3,258,flight3,0.104907324
CEP76,centrosomal protein 76,4,258,flight4,0.061194018
CEP78,centrosomal protein 78,1,259,flight1,0.056365212
CEP78,centrosomal protein 78,2,259,flight2,0.030355086
CEP78,centrosomal protein 78,3,259,flight3,0.058935951
CEP78,centrosomal protein 78,4,259,flight4,0.039725025
CERKL | ITGA4,ceramide kinase-like | integrin alpha 4,1,260,flight1,-0.109103413
CERKL | ITGA4,ceramide kinase-like | integrin alpha 4,2,260,flight2,-0.066501777
CERKL | ITGA4,ceramide kinase-like | integrin alpha 4,3,260,flight3,-0.064267512
CERKL | ITGA4,ceramide kinase-like | integrin alpha 4,4,260,flight4,-0.059641324
CFHR3,complement factor H-related 3,1,261,flight1,-0.06596622
CFHR3,complement factor H-related 3,2,261,flight2,-0.169328018
CFHR3,complement factor H-related 3,3,261,flight3,-0.172275185
CFHR3,complement factor H-related 3,4,261,flight4,-0.039750659
CHD3,chromodomain helicase DNA binding protein 3,1,262,flight1,0.038132213
CHD3,chromodomain helicase DNA binding protein 3,2,262,flight2,0.013417739
CHD3,chromodomain helicase DNA binding protein 3,3,262,flight3,0.055534104
CHD3,chromodomain helicase DNA binding protein 3,4,262,flight4,0.037749163
CHEK1,checkpoint kinase 1 homolog (S. pombe),1,263,flight1,0.069886299
CHEK1,checkpoint kinase 1 homolog (S. pombe),2,263,flight2,0.034041893
CHEK1,checkpoint kinase 1 homolog (S. pombe),3,263,flight3,0.080804464
CHEK1,checkpoint kinase 1 homolog (S. pombe),4,263,flight4,0.111094304
CHN1,chimerin (chimaerin) 1,1,264,flight1,0.165367864
CHN1,chimerin (chimaerin) 1,2,264,flight2,0.090368123
CHN1,chimerin (chimaerin) 1,3,264,flight3,0.108599905
CHN1,chimerin (chimaerin) 1,4,264,flight4,0.13098455
CHORDC1,"""cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1""",1,265,flight1,0.116689206
CHORDC1,"""cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1""",2,265,flight2,0.066077317
CHORDC1,"""cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1""",3,265,flight3,0.108493245
CHORDC1,"""cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1""",4,265,flight4,0.062966713
CHRDL1,chordin-like 1,1,266,flight1,0.115014934
CHRDL1,chordin-like 1,2,266,flight2,0.021375778
CHRDL1,chordin-like 1,3,266,flight3,0.07310859
CHRDL1,chordin-like 1,4,266,flight4,0.061948793
CHRNA2,"""cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)""",1,267,flight1,-0.081011901
CHRNA2,"""cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)""",2,267,flight2,-0.058570243
CHRNA2,"""cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)""",3,267,flight3,-0.069991584
CHRNA2,"""cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)""",4,267,flight4,-0.073995133
CHST2,carbohydrate sulfotransferase 2,1,268,flight1,0.053342285
CHST2,carbohydrate sulfotransferase 2,2,268,flight2,0.035070303
CHST2,carbohydrate sulfotransferase 2,3,268,flight3,0.11724186
CHST2,carbohydrate sulfotransferase 2,4,268,flight4,0.072656
CHTF8,"""CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)""",1,269,flight1,0.043041135
CHTF8,"""CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)""",2,269,flight2,0.031337691
CHTF8,"""CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)""",3,269,flight3,0.060207812
CHTF8,"""CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)""",4,269,flight4,0.021007115
CIB2 | SH2D7,calcium and integrin binding family member 2 | SH2 domain containing 7,1,270,flight1,0.107978332
CIB2 | SH2D7,calcium and integrin binding family member 2 | SH2 domain containing 7,2,270,flight2,0.073802901
CIB2 | SH2D7,calcium and integrin binding family member 2 | SH2 domain containing 7,3,270,flight3,0.059137402
CIB2 | SH2D7,calcium and integrin binding family member 2 | SH2 domain containing 7,4,270,flight4,0.052508684
CIITA,class II transactivator,1,271,flight1,0.079259775
CIITA,class II transactivator,2,271,flight2,0.030342307
CIITA,class II transactivator,3,271,flight3,0.080255326
CIITA,class II transactivator,4,271,flight4,0.024651153
CIR1,"""corepressor interacting with RBPJ, 1""",1,272,flight1,-0.042840216
CIR1,"""corepressor interacting with RBPJ, 1""",2,272,flight2,-0.058745436
CIR1,"""corepressor interacting with RBPJ, 1""",3,272,flight3,-0.024332787
CIR1,"""corepressor interacting with RBPJ, 1""",4,272,flight4,-0.084986057
CIRBP,cold inducible RNA binding protein,1,273,flight1,-0.21688992
CIRBP,cold inducible RNA binding protein,2,273,flight2,-0.171607497
CIRBP,cold inducible RNA binding protein,3,273,flight3,-0.098283068
CIRBP,cold inducible RNA binding protein,4,273,flight4,-0.234178158
CLEC2I,"""C-type lectin domain family 2, member i""",1,274,flight1,-0.03007369
CLEC2I,"""C-type lectin domain family 2, member i""",2,274,flight2,-0.03115812
CLEC2I,"""C-type lectin domain family 2, member i""",3,274,flight3,-0.020902064
CLEC2I,"""C-type lectin domain family 2, member i""",4,274,flight4,-0.045469693
CLIC5,chloride intracellular channel 5,1,275,flight1,0.10338771
CLIC5,chloride intracellular channel 5,2,275,flight2,0.017242256
CLIC5,chloride intracellular channel 5,3,275,flight3,0.071310466
CLIC5,chloride intracellular channel 5,4,275,flight4,0.096953162
CLIP2,CAP-GLY domain containing linker protein 2,1,276,flight1,0.02954951
CLIP2,CAP-GLY domain containing linker protein 2,2,276,flight2,0.052304161
CLIP2,CAP-GLY domain containing linker protein 2,3,276,flight3,0.028041116
CLIP2,CAP-GLY domain containing linker protein 2,4,276,flight4,0.020804835
CLK2,CDC-like kinase 2,1,277,flight1,0.013323226
CLK2,CDC-like kinase 2,2,277,flight2,0.020026848
CLK2,CDC-like kinase 2,3,277,flight3,0.044987484
CLK2,CDC-like kinase 2,4,277,flight4,0.017283369
CLPTM1L,CLPTM1-like,1,278,flight1,0.048937144
CLPTM1L,CLPTM1-like,2,278,flight2,0.029603853
CLPTM1L,CLPTM1-like,3,278,flight3,0.054545819
CLPTM1L,CLPTM1-like,4,278,flight4,0.012337721
CLSTN1,calsyntenin 1,1,279,flight1,0.076253502
CLSTN1,calsyntenin 1,2,279,flight2,0.024855909
CLSTN1,calsyntenin 1,3,279,flight3,0.047110377
CLSTN1,calsyntenin 1,4,279,flight4,0.036397876
CMAH,cytidine monophospho-N-acetylneuraminic acid hydroxylase,1,280,flight1,-0.05135365
CMAH,cytidine monophospho-N-acetylneuraminic acid hydroxylase,2,280,flight2,-0.086257473
CMAH,cytidine monophospho-N-acetylneuraminic acid hydroxylase,3,280,flight3,-0.028933837
CMAH,cytidine monophospho-N-acetylneuraminic acid hydroxylase,4,280,flight4,-0.025915039
CNIH,cornichon homolog (Drosophila),1,281,flight1,0.033709513
CNIH,cornichon homolog (Drosophila),2,281,flight2,0.008452589
CNIH,cornichon homolog (Drosophila),3,281,flight3,0.031387146
CNIH,cornichon homolog (Drosophila),4,281,flight4,0.024230089
CNN1,calponin 1,1,282,flight1,0.118975902
CNN1,calponin 1,2,282,flight2,0.132519949
CNN1,calponin 1,3,282,flight3,0.062066465
CNN1,calponin 1,4,282,flight4,0.069078998
CNOT7,"""CCR4-NOT transcription complex, subunit 7""",1,283,flight1,0.044189428
CNOT7,"""CCR4-NOT transcription complex, subunit 7""",2,283,flight2,0.033925882
CNOT7,"""CCR4-NOT transcription complex, subunit 7""",3,283,flight3,0.021494719
CNOT7,"""CCR4-NOT transcription complex, subunit 7""",4,283,flight4,0.033372306
CNPY3,canopy 3 homolog (zebrafish),1,284,flight1,0.077959865
CNPY3,canopy 3 homolog (zebrafish),2,284,flight2,0.028986964
CNPY3,canopy 3 homolog (zebrafish),3,284,flight3,0.052854087
CNPY3,canopy 3 homolog (zebrafish),4,284,flight4,0.036219832
COBL,cordon-bleu,1,285,flight1,0.069150144
COBL,cordon-bleu,2,285,flight2,0.028920848
COBL,cordon-bleu,3,285,flight3,0.05992151
COBL,cordon-bleu,4,285,flight4,0.035987352
COL15A1,"""collagen, type XV, alpha 1""",1,286,flight1,0.03444834
COL15A1,"""collagen, type XV, alpha 1""",2,286,flight2,0.027701173
COL15A1,"""collagen, type XV, alpha 1""",3,286,flight3,0.064790818
COL15A1,"""collagen, type XV, alpha 1""",4,286,flight4,0.048251145
COMMD3,COMM domain containing 3,1,287,flight1,0.063870277
COMMD3,COMM domain containing 3,2,287,flight2,0.019948187
COMMD3,COMM domain containing 3,3,287,flight3,0.028233447
COMMD3,COMM domain containing 3,4,287,flight4,0.023229081
COMT1,catechol-O-methyltransferase 1,1,288,flight1,0.138793279
COMT1,catechol-O-methyltransferase 1,2,288,flight2,0.059466295
COMT1,catechol-O-methyltransferase 1,3,288,flight3,0.105374889
COMT1,catechol-O-methyltransferase 1,4,288,flight4,0.02922101
COQ2,"""coenzyme Q2 homolog, prenyltransferase (yeast)""",1,289,flight1,0.033218721
COQ2,"""coenzyme Q2 homolog, prenyltransferase (yeast)""",2,289,flight2,0.04233252
COQ2,"""coenzyme Q2 homolog, prenyltransferase (yeast)""",3,289,flight3,0.040204693
COQ2,"""coenzyme Q2 homolog, prenyltransferase (yeast)""",4,289,flight4,0.028146122
COQ5,"""coenzyme Q5 homolog, methyltransferase (yeast)""",1,290,flight1,0.105400052
COQ5,"""coenzyme Q5 homolog, methyltransferase (yeast)""",2,290,flight2,0.025288692
COQ5,"""coenzyme Q5 homolog, methyltransferase (yeast)""",3,290,flight3,0.088212734
COQ5,"""coenzyme Q5 homolog, methyltransferase (yeast)""",4,290,flight4,0.030493996
CORO2A,"""coronin, actin binding protein 2A""",1,291,flight1,-0.085499842
CORO2A,"""coronin, actin binding protein 2A""",2,291,flight2,-0.038456388
CORO2A,"""coronin, actin binding protein 2A""",3,291,flight3,-0.037484664
CORO2A,"""coronin, actin binding protein 2A""",4,291,flight4,-0.043871621
CPNE2,copine II,1,292,flight1,0.049109605
CPNE2,copine II,2,292,flight2,0.021607227
CPNE2,copine II,3,292,flight3,0.051702934
CPNE2,copine II,4,292,flight4,0.04804749
CREB1,cAMP responsive element binding protein 1,1,293,flight1,0.034652778
CREB1,cAMP responsive element binding protein 1,2,293,flight2,0.018415083
CREB1,cAMP responsive element binding protein 1,3,293,flight3,0.026055675
CREB1,cAMP responsive element binding protein 1,4,293,flight4,0.029889988
CREB3L1,cAMP responsive element binding protein 3-like 1,1,294,flight1,0.075448307
CREB3L1,cAMP responsive element binding protein 3-like 1,2,294,flight2,0.085247019
CREB3L1,cAMP responsive element binding protein 3-like 1,3,294,flight3,0.081091769
CREB3L1,cAMP responsive element binding protein 3-like 1,4,294,flight4,0.042751686
CRELD2,cysteine-rich with EGF-like domains 2,1,295,flight1,0.101580278
CRELD2,cysteine-rich with EGF-like domains 2,2,295,flight2,0.072648024
CRELD2,cysteine-rich with EGF-like domains 2,3,295,flight3,0.095816852
CRELD2,cysteine-rich with EGF-like domains 2,4,295,flight4,0.018911764
CRIP3,cysteine-rich protein 3,1,296,flight1,0.049469853
CRIP3,cysteine-rich protein 3,2,296,flight2,0.039221507
CRIP3,cysteine-rich protein 3,3,296,flight3,0.064765002
CRIP3,cysteine-rich protein 3,4,296,flight4,0.01736219
CSF2RA,"""colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)""",1,297,flight1,0.013744779
CSF2RA,"""colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)""",2,297,flight2,0.008113896
CSF2RA,"""colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)""",3,297,flight3,0.028627581
CSF2RA,"""colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)""",4,297,flight4,0.01238998
CSN3,casein kappa,1,298,flight1,-0.044581383
CSN3,casein kappa,2,298,flight2,-0.045061722
CSN3,casein kappa,3,298,flight3,-0.023333938
CSN3,casein kappa,4,298,flight4,-0.09360454
CTLA4,cytotoxic T-lymphocyte-associated protein 4,1,299,flight1,-0.099768005
CTLA4,cytotoxic T-lymphocyte-associated protein 4,2,299,flight2,-0.134020736
CTLA4,cytotoxic T-lymphocyte-associated protein 4,3,299,flight3,-0.066513533
CTLA4,cytotoxic T-lymphocyte-associated protein 4,4,299,flight4,-0.141155992
CTNNA2,"""catenin (cadherin associated protein), alpha 2""",1,300,flight1,-0.076938011
CTNNA2,"""catenin (cadherin associated protein), alpha 2""",2,300,flight2,-0.068807147
CTNNA2,"""catenin (cadherin associated protein), alpha 2""",3,300,flight3,-0.099576026
CTNNA2,"""catenin (cadherin associated protein), alpha 2""",4,300,flight4,-0.01213957
CTNND2,"""catenin (cadherin associated protein), delta 2""",1,301,flight1,0.030975055
CTNND2,"""catenin (cadherin associated protein), delta 2""",2,301,flight2,0.001431986
CTNND2,"""catenin (cadherin associated protein), delta 2""",3,301,flight3,0.022751557
CTNND2,"""catenin (cadherin associated protein), delta 2""",4,301,flight4,0.026499383
CTPS,cytidine 5'-triphosphate synthase,1,302,flight1,0.127781403
CTPS,cytidine 5'-triphosphate synthase,2,302,flight2,0.039337622
CTPS,cytidine 5'-triphosphate synthase,3,302,flight3,0.10920919
CTPS,cytidine 5'-triphosphate synthase,4,302,flight4,0.078210789
CTSE,cathepsin E,1,303,flight1,-0.124334159
CTSE,cathepsin E,2,303,flight2,-0.121414709
CTSE,cathepsin E,3,303,flight3,-0.053144128
CTSE,cathepsin E,4,303,flight4,-0.149449404
CXCL10,chemokine (C-X-C motif) ligand 10,1,304,flight1,0.215576386
CXCL10,chemokine (C-X-C motif) ligand 10,2,304,flight2,0.151653172
CXCL10,chemokine (C-X-C motif) ligand 10,3,304,flight3,0.178634455
CXCL10,chemokine (C-X-C motif) ligand 10,4,304,flight4,0.125069056
CXCL9,chemokine (C-X-C motif) ligand 9,1,305,flight1,0.059512808
CXCL9,chemokine (C-X-C motif) ligand 9,2,305,flight2,0.077166621
CXCL9,chemokine (C-X-C motif) ligand 9,3,305,flight3,0.058433051
CXCL9,chemokine (C-X-C motif) ligand 9,4,305,flight4,0.028065624
CXCR4,chemokine (C-X-C motif) receptor 4,1,306,flight1,0.015760638
CXCR4,chemokine (C-X-C motif) receptor 4,2,306,flight2,0.002926643
CXCR4,chemokine (C-X-C motif) receptor 4,3,306,flight3,0.011398213
CXCR4,chemokine (C-X-C motif) receptor 4,4,306,flight4,0.017874862
CYB5B,cytochrome b5 type B,1,307,flight1,0.078372318
CYB5B,cytochrome b5 type B,2,307,flight2,0.023939673
CYB5B,cytochrome b5 type B,3,307,flight3,0.054791159
CYB5B,cytochrome b5 type B,4,307,flight4,0.038149275
CYLC2,"""cylicin, basic protein of sperm head cytoskeleton 2""",1,308,flight1,0.022303924
CYLC2,"""cylicin, basic protein of sperm head cytoskeleton 2""",2,308,flight2,0.050079331
CYLC2,"""cylicin, basic protein of sperm head cytoskeleton 2""",3,308,flight3,0.048518543
CYLC2,"""cylicin, basic protein of sperm head cytoskeleton 2""",4,308,flight4,0.033301853
CYP2AB1,"""cytochrome P450, family 2, subfamily ab, polypeptide 1""",1,309,flight1,-0.114080843
CYP2AB1,"""cytochrome P450, family 2, subfamily ab, polypeptide 1""",2,309,flight2,-0.074245373
CYP2AB1,"""cytochrome P450, family 2, subfamily ab, polypeptide 1""",3,309,flight3,-0.027202099
CYP2AB1,"""cytochrome P450, family 2, subfamily ab, polypeptide 1""",4,309,flight4,-0.076248818
CYP2C68,"""cytochrome P450, family 2, subfamily c, polypeptide 68""",1,310,flight1,0.074277369
CYP2C68,"""cytochrome P450, family 2, subfamily c, polypeptide 68""",2,310,flight2,0.050407875
CYP2C68,"""cytochrome P450, family 2, subfamily c, polypeptide 68""",3,310,flight3,0.037975565
CYP2C68,"""cytochrome P450, family 2, subfamily c, polypeptide 68""",4,310,flight4,0.076502887
CYP51,"""cytochrome P450, family 51""",1,311,flight1,0.171333498
CYP51,"""cytochrome P450, family 51""",2,311,flight2,0.032565159
CYP51,"""cytochrome P450, family 51""",3,311,flight3,0.063175197
CYP51,"""cytochrome P450, family 51""",4,311,flight4,0.118404483
D19ERTD737E,"""DNA segment, Chr 19, ERATO Doi 737, expressed""",1,312,flight1,-0.024556501
D19ERTD737E,"""DNA segment, Chr 19, ERATO Doi 737, expressed""",2,312,flight2,-0.034860617000000003
D19ERTD737E,"""DNA segment, Chr 19, ERATO Doi 737, expressed""",3,312,flight3,-0.040420958
D19ERTD737E,"""DNA segment, Chr 19, ERATO Doi 737, expressed""",4,312,flight4,-0.028558557
D1ERTD448E,"""DNA segment, Chr 1, ERATO Doi 448, expressed""",1,313,flight1,0.030137011
D1ERTD448E,"""DNA segment, Chr 1, ERATO Doi 448, expressed""",2,313,flight2,0.014247685
D1ERTD448E,"""DNA segment, Chr 1, ERATO Doi 448, expressed""",3,313,flight3,0.043562828
D1ERTD448E,"""DNA segment, Chr 1, ERATO Doi 448, expressed""",4,313,flight4,0.03418995
D2WSU81E | ENDOG,"""DNA segment, Chr 2, Wayne State University 81, expressed | endonuclease G""",1,314,flight1,0.019271753
D2WSU81E | ENDOG,"""DNA segment, Chr 2, Wayne State University 81, expressed | endonuclease G""",2,314,flight2,0.027466806
D2WSU81E | ENDOG,"""DNA segment, Chr 2, Wayne State University 81, expressed | endonuclease G""",3,314,flight3,0.036810878
D2WSU81E | ENDOG,"""DNA segment, Chr 2, Wayne State University 81, expressed | endonuclease G""",4,314,flight4,0.008033845
D4BWG0951E,"""DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed""",1,315,flight1,0.149157722
D4BWG0951E,"""DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed""",2,315,flight2,0.037931281
D4BWG0951E,"""DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed""",3,315,flight3,0.112774186
D4BWG0951E,"""DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed""",4,315,flight4,0.05119166
D4ERTD22E,"""DNA segment, Chr 4, ERATO Doi 22, expressed""",1,316,flight1,0.042532061
D4ERTD22E,"""DNA segment, Chr 4, ERATO Doi 22, expressed""",2,316,flight2,0.020663807
D4ERTD22E,"""DNA segment, Chr 4, ERATO Doi 22, expressed""",3,316,flight3,0.046077578
D4ERTD22E,"""DNA segment, Chr 4, ERATO Doi 22, expressed""",4,316,flight4,0.011454833
DACT2,"""dapper homolog 2, antagonist of beta-catenin (xenopus)""",1,317,flight1,0.036902833
DACT2,"""dapper homolog 2, antagonist of beta-catenin (xenopus)""",2,317,flight2,0.010175603
DACT2,"""dapper homolog 2, antagonist of beta-catenin (xenopus)""",3,317,flight3,0.040946204
DACT2,"""dapper homolog 2, antagonist of beta-catenin (xenopus)""",4,317,flight4,0.012305928
DCAF6,DDB1 and CUL4 associated factor 6,1,318,flight1,0.017824648
DCAF6,DDB1 and CUL4 associated factor 6,2,318,flight2,0.01005039
DCAF6,DDB1 and CUL4 associated factor 6,3,318,flight3,0.007867413
DCAF6,DDB1 and CUL4 associated factor 6,4,318,flight4,0.009287569
DCLK1,doublecortin-like kinase 1,1,319,flight1,0.041670684
DCLK1,doublecortin-like kinase 1,2,319,flight2,0.024617662
DCLK1,doublecortin-like kinase 1,3,319,flight3,0.041952693
DCLK1,doublecortin-like kinase 1,4,319,flight4,0.033453503
DCTD,dCMP deaminase,1,320,flight1,0.051967237
DCTD,dCMP deaminase,2,320,flight2,0.04127318
DCTD,dCMP deaminase,3,320,flight3,0.028706113
DCTD,dCMP deaminase,4,320,flight4,0.061957187
DCTPP1,dCTP pyrophosphatase 1,1,321,flight1,0.0389716
DCTPP1,dCTP pyrophosphatase 1,2,321,flight2,0.039657681
DCTPP1,dCTP pyrophosphatase 1,3,321,flight3,0.085375691
DCTPP1,dCTP pyrophosphatase 1,4,321,flight4,0.047122311
DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,1,322,flight1,0.007263582
DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,2,322,flight2,0.029565183
DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,3,322,flight3,0.009239495
DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,4,322,flight4,0.01933122
DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,1,323,flight1,0.071726746
DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,2,323,flight2,0.034906354
DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,3,323,flight3,0.063861614
DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,4,323,flight4,0.062739045
DEFB30,defensin beta 30,1,324,flight1,-0.055937422
DEFB30,defensin beta 30,2,324,flight2,-0.028529228
DEFB30,defensin beta 30,3,324,flight3,-0.061810568
DEFB30,defensin beta 30,4,324,flight4,-0.025249805
DERL1,"""Der1-like domain family, member 1""",1,325,flight1,0.063905061
DERL1,"""Der1-like domain family, member 1""",2,325,flight2,0.025893871
DERL1,"""Der1-like domain family, member 1""",3,325,flight3,0.062066236
DERL1,"""Der1-like domain family, member 1""",4,325,flight4,0.011244151
DERL2,"""Der1-like domain family, member 2""",1,326,flight1,0.05115108
DERL2,"""Der1-like domain family, member 2""",2,326,flight2,0.02670327
DERL2,"""Der1-like domain family, member 2""",3,326,flight3,0.061742663
DERL2,"""Der1-like domain family, member 2""",4,326,flight4,0.012675608
DGKE,"""diacylglycerol kinase, epsilon""",1,327,flight1,0.022256666
DGKE,"""diacylglycerol kinase, epsilon""",2,327,flight2,0.029579261
DGKE,"""diacylglycerol kinase, epsilon""",3,327,flight3,0.017525031
DGKE,"""diacylglycerol kinase, epsilon""",4,327,flight4,0.053058666
DHCR24,24-dehydrocholesterol reductase,1,328,flight1,0.095705441
DHCR24,24-dehydrocholesterol reductase,2,328,flight2,0.030463253
DHCR24,24-dehydrocholesterol reductase,3,328,flight3,0.076286253
DHCR24,24-dehydrocholesterol reductase,4,328,flight4,0.097179711
DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,1,329,flight1,0.061119322
DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,2,329,flight2,0.019534624
DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,3,329,flight3,0.072116386
DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,4,329,flight4,0.037768545
DIMT1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),1,330,flight1,0.078912964
DIMT1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),2,330,flight2,0.045396059
DIMT1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),3,330,flight3,0.087428721
DIMT1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),4,330,flight4,0.039232341
DIO1,"""deiodinase, iodothyronine, type I""",1,331,flight1,0.127993487
DIO1,"""deiodinase, iodothyronine, type I""",2,331,flight2,0.091439627
DIO1,"""deiodinase, iodothyronine, type I""",3,331,flight3,0.091439627
DIO1,"""deiodinase, iodothyronine, type I""",4,331,flight4,0.028614643
DIRAS2,"""DIRAS family, GTP-binding RAS-like 2""",1,332,flight1,0.100438295
DIRAS2,"""DIRAS family, GTP-binding RAS-like 2""",2,332,flight2,0.066673933
DIRAS2,"""DIRAS family, GTP-binding RAS-like 2""",3,332,flight3,0.091894844
DIRAS2,"""DIRAS family, GTP-binding RAS-like 2""",4,332,flight4,0.0693284
DIXDC1,DIX domain containing 1,1,333,flight1,0.022060054
DIXDC1,DIX domain containing 1,2,333,flight2,0.050362932
DIXDC1,DIX domain containing 1,3,333,flight3,0.030048152
DIXDC1,DIX domain containing 1,4,333,flight4,0.061159528
DLG4,"""discs, large homolog 4 (Drosophila)""",1,334,flight1,0.091817513
DLG4,"""discs, large homolog 4 (Drosophila)""",2,334,flight2,0.031343745
DLG4,"""discs, large homolog 4 (Drosophila)""",3,334,flight3,0.076458194
DLG4,"""discs, large homolog 4 (Drosophila)""",4,334,flight4,0.034660139
DLG5,"""discs, large homolog 5 (Drosophila)""",1,335,flight1,0.056131719
DLG5,"""discs, large homolog 5 (Drosophila)""",2,335,flight2,0.020084816
DLG5,"""discs, large homolog 5 (Drosophila)""",3,335,flight3,0.029231341
DLG5,"""discs, large homolog 5 (Drosophila)""",4,335,flight4,0.032382345
DLL3,delta-like 3 (Drosophila),1,336,flight1,-0.088065587
DLL3,delta-like 3 (Drosophila),2,336,flight2,-0.041628056
DLL3,delta-like 3 (Drosophila),3,336,flight3,-0.037507804
DLL3,delta-like 3 (Drosophila),4,336,flight4,-0.03948016
DLL4,delta-like 4 (Drosophila),1,337,flight1,0.080596892
DLL4,delta-like 4 (Drosophila),2,337,flight2,0.07104816
DLL4,delta-like 4 (Drosophila),3,337,flight3,0.111220876
DLL4,delta-like 4 (Drosophila),4,337,flight4,0.033442649
DMTF1,cyclin D binding myb-like transcription factor 1,1,338,flight1,0.015146183
DMTF1,cyclin D binding myb-like transcription factor 1,2,338,flight2,0.025464245
DMTF1,cyclin D binding myb-like transcription factor 1,3,338,flight3,0.008459771
DMTF1,cyclin D binding myb-like transcription factor 1,4,338,flight4,0.021441443
DNAHC17,"""dynein, axonemal, heavy chain 17""",1,339,flight1,-0.062873757
DNAHC17,"""dynein, axonemal, heavy chain 17""",2,339,flight2,-0.008436896
DNAHC17,"""dynein, axonemal, heavy chain 17""",3,339,flight3,-0.048337151
DNAHC17,"""dynein, axonemal, heavy chain 17""",4,339,flight4,-0.047868838
DNAHC8,"""dynein, axonemal, heavy chain 8""",1,340,flight1,0.079266813
DNAHC8,"""dynein, axonemal, heavy chain 8""",2,340,flight2,0.070384451
DNAHC8,"""dynein, axonemal, heavy chain 8""",3,340,flight3,0.090936042
